Korean,English,Etymology,Part of Speech,Example Sentence,Sentence Translation
도대체,on earth / in the world (emphasis),도 (all) + 대 (great) + 체 (body),Adverb,이걸 도대체 누가 쓴 거래요?,"Who on earth wrote this?"
대단하네요,"(Wow) it is amazing!",대단하다 (to be great) + -네요 (surprise/realization),Verb Ending,정말 대단하네요.,"Wow, it really is amazing."
떠난 지,since (he) left,떠나다 (to leave) + -(으)ㄴ 지 (time since),Grammar Phrase,떠난 지 3년밖에 안 됐는데 왜 벌써 왔어?,"It's only been 3 years since you left, so why have you come back already?"
3년밖에 안 되다,to be only 3 years (negative emphasis),3년 + 밖에 (outside of) + 안 되다 (not become/passed),Grammar Phrase,떠난 지 3년밖에 안 됐는데 왜 벌써 왔어?,"It's only been 3 years since you left, so why have you come back already?"
꾹 참다,to suppress/hold back tightly,꾹 (mimetic: firmly) + 참다 (to endure/hold back),Verb Phrase,어머니도 그동안 아들이 정말 보고 싶었지만 꾹 참고 말했어요.,"Mother also missed her son dearly, but she suppressed her feelings and spoke."
단호하게,firmly / resolutely,단호하다 (to be firm) + -게 (adverb suffix -ly),Adverb,어머니도 그동안 아들이 정말 보고 싶었지만 꾹 참고 단호하게 말했어요.,"Mother also missed her son dearly, but she suppressed her feelings and spoke firmly."
얼마나 ~ㄴ데요,"You have no idea how... / Do you know how...?",얼마나 (how) + ~ㄴ데요 (exclamatory background),Grammar Pattern,제 이름이 한양에서 얼마나 유명한데요.,"Do you have any idea how famous my name is in Hanyang?!"
보고 싶구나,"(I see) I want to see / I should see",보다 (to see) + -고 싶다 (want) + -구나 (realization),Verb Ending,모두가 칭찬한다는 네 글씨를 보고 싶구나.,"I see... I'd like to take a look at this handwriting everyone is praising."
하나도,not even one / not at all (with negative),하나 (one) + -도 (even/also),Adverb,그런데 불을 끄면 하나도 안 보이는데요?,"But with the lights off, I can't see a single thing?"
부족한데 말이야,"To think I'm so lacking...",부족하다 (to be lacking) + -ㄴ데 (background) + 말이야 (filler for emphasis/sigh),Phrase,이렇게 부족한데 말이야.,"To think I am still so lacking..."
기쁘게 해드리다,to make (someone) happy (honorific),기쁘다 (glad) + -게 하다 (to make) + 드리다 (to give/do for - honorific),Verb Phrase,더 열심히 해서 꼭 어머니를 기쁘게 해드릴 거야.,"I will work harder and definitely make my mother happy (proud)."
사기도 하다,to also buy / to even buy,사다 (to buy) + -기도 하다 (to also/even do),Grammar Pattern,다른 나라에서 한석봉이 쓴 글씨를 비싸게 사기도 했어요.,"People from other countries even bought Han Seok-bong's handwriting at high prices."
~ㄹ 테니(까),"Since I will... (so you do...)",~ㄹ 터 (intention) + ~니까 (since/because),Grammar Suffix,"나는 떡을 썰 테니, 너는 글씨를 써라.","I will slice the rice cakes, so you write the letters."
최선을 다하다,to do one's absolute best,최선 (the best) + 다하다 (to exhaust/finish),Idiom,최선을 다해 연습했어요.,"He practiced with all his might (doing his absolute best)."
