Korean,English,Etymology,Part of Speech,Example Sentence,Sentence Translation
너무나,"so, very, too",Pure Korean,Adverb,뽀로로는 아기 펭귄을 보면서 너무나 행복했습니다.,Pororo was so happy watching the baby penguin.
행복,happiness,"幸 (행: fortune, luck, happiness) + 福 (복: blessing, good fortune)",Noun,뽀로로는 아기 펭귄을 보면서 너무나 행복했습니다.,Pororo was so happy watching the baby penguin.
건강,health,"健 (건: healthy, strong) + 康 (강: healthy, peaceful)",Noun,뽀로로와 친구들은 아기 펭귄들이 건강하게 자라도록 돌보았습니다.,Pororo and his friends took care of the baby penguins so they could grow up healthy.
자라다,"to grow, to grow up",Pure Korean,Verb,뽀로로와 친구들은 아기 펭귄들이 건강하게 자라도록 돌보았습니다.,Pororo and his friends took care of the baby penguins so they could grow up healthy.
돌보다,"to take care of, to look after",Pure Korean,Verb,뽀로로와 친구들은 아기 펭귄들이 건강하게 자라도록 돌보았습니다.,Pororo and his friends took care of the baby penguins so they could grow up healthy.
따르다,to follow,Pure Korean,Verb,아기 펭귄들은 뽀로로와 친구들을 따라서 뒤뚱뒤뚱 걸어 다녔습니다.,The baby penguins waddled around following Pororo and his friends.
다니다,"to go around, to frequent",Pure Korean,Verb,아기 펭귄들은 뽀로로와 친구들을 따라서 뒤뚱뒤뚱 걸어 다녔습니다.,The baby penguins waddled around following Pororo and his friends.
노래,song,Pure Korean,Noun,"뽀로로는 아기 펭귄들에게 재미있는 이야기를 해 주고, 노래를 불러 주었습니다.",Pororo told interesting stories and sang songs for the baby penguins.
흐르다,"to flow, to pass (of time)",Pure Korean,Verb,"시간이 흘러, 아기 펭귄들은 점점 더 커졌습니다.","As time passed, the baby penguins grew bigger and bigger."
점점,"gradually, increasingly","漸 (점: gradually, progressively) + 漸 (점: gradually, progressively)",Adverb,"시간이 흘러, 아기 펭귄들은 점점 더 커졌습니다.","As time passed, the baby penguins grew bigger and bigger."
커지다,"to grow bigger, to become large",Pure Korean,Verb,"시간이 흘러, 아기 펭귄들은 점점 더 커졌습니다.","As time passed, the baby penguins grew bigger and bigger."
이제,now,Pure Korean,Adverb,이제 아기 펭귄들은 스스로 물고기를 잡을 수 있게 되었습니다.,Now the baby penguins were able to catch fish by themselves.
스스로,"by oneself, for oneself, on one's own",Pure Korean,Adverb,이제 아기 펭귄들은 스스로 물고기를 잡을 수 있게 되었습니다.,Now the baby penguins were able to catch fish by themselves.
물고기,fish,Pure Korean,Noun,이제 아기 펭귄들은 스스로 물고기를 잡을 수 있게 되었습니다.,Now the baby penguins were able to catch fish by themselves.
자랑,"pride, boast",Pure Korean,Noun,뽀로로는 아기 펭귄들이 자랑스러웠습니다.,Pororo was proud of the baby penguins.
힘,"strength, power, force",Pure Korean,Noun,"펭귄들은 함께 힘을 합쳐서 겨울을 이겨내고, 아기 펭귄들을 잘 키워냈습니다.",The penguins combined their strength to overcome the winter and raised the baby penguins well.
합치다,"to combine, to unite, to put together",Pure Korean,Verb,"펭귄들은 함께 힘을 합쳐서 겨울을 이겨내고, 아기 펭귄들을 잘 키워냈습니다.",The penguins combined their strength to overcome the winter and raised the baby penguins well.
겨울,winter,Pure Korean,Noun,"펭귄들은 함께 힘을 합쳐서 겨울을 이겨내고, 아기 펭귄들을 잘 키워냈습니다.",The penguins combined their strength to overcome the winter and raised the baby penguins well.
이기다,"to win, to defeat, to overcome",Pure Korean,Verb,"펭귄들은 함께 힘을 합쳐서 겨울을 이겨내고, 아기 펭귄들을 잘 키워냈습니다.",The penguins combined their strength to overcome the winter and raised the baby penguins well.
다시,"again, anew",Pure Korean,Adverb,펭귄 마을은 다시 활기 넘치는 곳이 되었습니다.,The penguin village became a lively place again.
활기,"vitality, vigor","活 (활: live, active) + 氣 (기: spirit, energy)",Noun,펭귄 마을은 다시 활기 넘치는 곳이 되었습니다.,The penguin village became a vibrant place again.
어느덧,"before one knows it, unknowingly",Pure Korean,Adverb,어느덧 시간이 많이 흘렀습니다.,"Before they knew it, a lot of time had passed."
봄,spring,Pure Korean,Noun,따뜻한 봄이 왔습니다.,Warm spring has arrived.
녹다,to melt,Pure Korean,Verb,남극의 얼음이 녹기 시작했습니다.,The ice in the Antarctic began to melt.
준비,preparation,"準 (준: standard, prepare) + 備 (비: prepare, equip)",Noun,펭귄들은 다시 여행을 준비해야 했습니다.,The penguins had to prepare for their journey again.
어른,adult,Pure Korean,Noun,뽀로로는 이제 어른 펭귄이 되었습니다.,Pororo has now become an adult penguin.
집,home,Pure Korean,Noun,"'얘들아, 이제 우리는 다시 집으로 돌아가야 해.'","'Kids, now we have to go back home.'"
돌아가다,"to go back, to return",Pure Korean,Verb,"'얘들아, 이제 우리는 다시 집으로 돌아가야 해.'","'Kids, now we have to go back home.'"
슬프다,to be sad,Pure Korean,Adjective,아기 펭귄들은 슬펐습니다.,The baby penguins were sad.
내년,next year,"來 (내: come, next) + 年 (년: year)",Noun,하지만 뽀로로는 '걱정 마. 내년에 다시 이곳에 올 수 있어.'라고 말했습니다.,"But Pororo said, 'Don't worry. You can come back here next year.'"
이번,this time,Pure Korean,Noun,이번에는 아기 펭귄들도 함께였습니다.,"This time, the baby penguins were also with them."
모습,"appearance, sight",Pure Korean,Noun,아기 펭귄들은 뒤뚱뒤뚱 걷는 모습이 너무 귀여웠습니다.,The sight of the baby penguins waddling was so cute.
거의,"almost, nearly",Pure Korean,Adverb,거의 다 왔어!','We're almost there!'
다,"all, completely",Pure Korean,Adverb,거의 다 왔어!','We're almost there!'
지난번,last time,Pure Korean,Noun,이번 여행은 지난번보다 더 힘들었습니다.,This journey was harder than the last time.
자주,"often, frequently",Pure Korean,Adverb,"아기 펭귄들은 자주 넘어지고, 길을 잃기도 했습니다.","The baby penguins often fell, and sometimes got lost."
강,river,江 (강: river),Noun,"어느 날, 펭귄들은 큰 강을 만났습니다.","One day, the penguins encountered a big river."
강물,river water,江 (강: river) + 물 (Pure Korean),Noun,강물은 너무 차가워서 건너기가 어려웠습니다.,The river water was too cold to cross.
건너다,to cross,Pure Korean,Verb,강물은 너무 차가워서 건너기가 어려웠습니다.,The river water was too cold to cross.
그때,"at that time, then",Pure Korean,Noun,"그때, 한 펭귄이 좋은 아이디어를 냈습니다.","At that moment, a penguin came up with a good idea."
좋다,to be good,Pure Korean,Adjective,"그때, 한 펭귄이 좋은 아이디어를 냈습니다.","At that moment, a penguin came up with a good idea."
아이디어,idea,Pure Korean,Noun,"그때, 한 펭귄이 좋은 아이디어를 냈습니다.","At that moment, a penguin came up with a good idea."
우리,"we, us",Pure Korean,Noun,'우리가 함께 뭉쳐서 뗏목을 만들자!','Let's stick together and make a raft!'
뭉치다,"to unite, to stick together",Pure Korean,Verb,'우리가 함께 뭉쳐서 뗏목을 만들자!','Let's stick together and make a raft!'
뗏목,raft,Pure Korean,Noun,'우리가 함께 뭉쳐서 뗏목을 만들자!','Let's stick together and make a raft!'
만들다,"to make, to create",Pure Korean,Verb,'우리가 함께 뭉쳐서 뗏목을 만들자!','Let's stick together and make a raft!'
모두,"all, everyone",Pure Korean,Adverb,펭귄들은 모두 힘을 합쳐서 뗏목을 만들었습니다.,All the penguins combined their strength to make a raft.
태우다,"to put on board, to give a ride",Pure Korean,Verb,"뗏목 위에 아기 펭귄들을 태우고, 어른 펭귄들이 뗏목을 끌었습니다.","They put the baby penguins on the raft, and the adult penguins pulled the raft."
끌다,"to pull, to drag",Pure Korean,Verb,"뗏목 위에 아기 펭귄들을 태우고, 어른 펭귄들이 뗏목을 끌었습니다.","They put the baby penguins on the raft, and the adult penguins pulled the raft."
과정,"process, course","過 (과: pass, exceed) + 程 (정: measure, degree, process)",Noun,펭귄들은 힘든 과정을 거쳐서 강을 건넜습니다.,The penguins crossed the river after going through a difficult process.
거치다,to go through,Pure Korean,Verb,펭귄들은 힘든 과정을 거쳐서 강을 건넜습니다.,The penguins crossed the river after going through a difficult process.
돌아오다,to return,Pure Korean,Verb,드디어 펭귄들은 집으로 돌아왔습니다.,"Finally, the penguins returned home."
가득,full,Pure Korean,Adverb,펭귄 마을은 펭귄들로 가득 찼습니다.,The penguin village was full of penguins.
차다,to be full,Pure Korean,Verb,펭귄 마을은 펭귄들로 가득 찼습니다.,The penguin village was full of penguins.
안다,to hug,Pure Korean,Verb,엄마 펭귄은 뽀로로를 안아 주었습니다.,Mama penguin hugged Pororo.
무사히,safely,"無 (무: not, none) + 事 (사: matter, incident) + -히 (adverbial suffix)",Adverb,무사히 돌아와서 정말 기쁘다!',I'm really glad you returned safely!'
일,"things, events",Pure Korean,Noun,뽀로로는 엄마 펭귄에게 그동안 있었던 일들을 이야기해 주었습니다.,Pororo told Mama Penguin about the things that had happened during that time.
떠나다,to leave,Pure Korean,Verb,뽀로로는 매년 펭귄들과 함께 긴 여행을 떠났습니다.,"Every year, Pororo embarked on a long journey with the penguins."
이끌다,to lead,Pure Korean,Verb,"뽀로로는 펭귄들의 행진을 이끌면서, 새로운 것을 배우고 경험했습니다.","As Pororo led the penguins' march, he learned and experienced new things."
경험,experience,"經 (경: pass through, experience) + 驗 (험: examine, test)",Noun,"뽀로로는 펭귄들의 행진을 이끌면서, 새로운 것을 배우고 경험했습니다.","As Pororo led the penguins' march, he learned and experienced new things."
희망,hope,"希 (희: rare, hope) + 望 (망: look, hope)",Noun,뽀로로는 펭귄들에게 용기와 희망을 주었습니다.,Pororo gave courage and hope to the penguins.
주다,to give,Pure Korean,Verb,뽀로로는 펭귄들에게 용기와 희망을 주었습니다.,Pororo gave courage and hope to the penguins.
존경,respect,"尊 (존: respect, honor) + 敬 (경: respect, reverence)",Noun,펭귄들은 뽀로로를 존경하고 따랐습니다.,The penguins respected and followed Pororo.
살아가다,to live on,Pure Korean,Verb,"펭귄들은 함께 살아가는 법을 배우고, 서로를 사랑하며 행복하게 살았습니다.","The penguins learned how to live together, loved each other, and lived happily."
법,"way, method",Pure Korean,Noun,"펭귄들은 함께 살아가는 법을 배우고, 서로를 사랑하며 행복하게 살았습니다.","The penguins learned how to live together, loved each other, and lived happily."
사랑,love,Pure Korean,Noun,"펭귄들은 함께 살아가는 법을 배우고, 서로를 사랑하며 행복하게 살았습니다.","The penguins learned how to live together, loved each other, and lived happily."
전하다,"to convey, to pass down","傳 (전: transmit, convey) + 하다 (to do)",Verb,뽀로로의 이야기는 펭귄 마을에 전해져 내려왔습니다.,Pororo's story was passed down in the penguin village.
내려오다,"to come down, to be passed down",Pure Korean,Verb,뽀로로의 이야기는 펭귄 마을에 전해져 내려왔습니다.,Pororo's story was passed down in the penguin village.
영원히,"forever, eternally","永 (영: long, eternal) + 遠 (원: far, distant) + -히 (adverbial suffix)",Adverb,뽀로로는 펭귄들에게 영원히 기억되는 영웅이 되었습니다.,Pororo became a hero remembered forever by the penguins.
기억,memory,"記 (기: record, remember) + 憶 (억: recall, remember)",Noun,뽀로로는 펭귄들에게 영원히 기억되는 영웅이 되었습니다.,Pororo became a hero remembered forever by the penguins.
영웅,hero,"英 (영: excellent, brave) + 雄 (웅: male, hero)",Noun,뽀로로는 펭귄들에게 영원히 기억되는 영웅이 되었습니다.,Pororo became a hero remembered forever by the penguins.
중요,importance,"重 (중: heavy, important) + 要 (요: important, crucial)",Noun,이 이야기는 우리에게 중요한 것을 알려줍니다.,This story tells us something important.
알리다,"to inform, to tell",Pure Korean,Verb,이 이야기는 우리에게 중요한 것을 알려줍니다.,This story tells us something important.
그리고,and,Pure Korean,Adverb,그리고 서로 사랑하고 돕는 것이 얼마나 소중한지를요.,And how precious it is to love and help each other.
얼마나,how (much),Pure Korean,Adverb,그리고 서로 사랑하고 돕는 것이 얼마나 소중한지를요.,And how precious it is to love and help each other.
아끼다,"to cherish, to value",Pure Korean,Verb,펭귄들처럼 우리도 서로를 아끼고 사랑하면서 행복하게 살아가도록 노력해야 합니다.,"Like the penguins, we too should strive to cherish and love each other, and live happily."
노력,effort,"努 (노: strive, exert) + 力 (력: strength, power)",Noun,펭귄들처럼 우리도 서로를 아끼고 사랑하면서 행복하게 살아가도록 노력해야 합니다.,"Like the penguins, we too should strive to cherish and love each other, and live happily."
단순,simplicity,"單 (단: single, simple) + 純 (순: pure, simple)",Noun,펭귄들의 행진은 단순한 이동이 아닙니다.,The penguins' march is not a simple movement.
가족,family,"家 (가: house, family) + 族 (족: clan, tribe)",Noun,"그것은 가족, 사랑, 그리고 공동체의 중요성을 보여주는 아름다운 여정입니다.","It is a beautiful journey that shows the importance of family, love, and community."
공동체,community,"共 (공: together, common) + 同 (동: same, together) + 體 (체: body, group)",Noun,"그것은 가족, 사랑, 그리고 공동체의 중요성을 보여주는 아름다운 여정입니다.","It is a beautiful journey that shows the importance of family, love, and community."
여정,journey,"旅 (여: travel, journey) + 程 (정: journey, distance)",Noun,"그것은 가족, 사랑, 그리고 공동체의 중요성을 보여주는 아름다운 여정입니다.","It is a beautiful journey that shows the importance of family, love, and community."
