Korean,English,Etymology,Part of Speech,Example Sentence,Sentence Translation
고백,confession,"告 (고: tell, inform, announce) + 白 (백: white, clear, plain)",Noun,"나: “아.. 있잖아…… 너무 당황스러워서. 물론 나는 네가 마음에 들기 때문에 꼭 말을 하고 싶었어. 하지만 너는 인기도 많고, 친구들도 많기 때문에 나한테 관심이 있을지 정말 몰랐어……”
민호: “그래서 나는 네가 좋아. 너는 네가 얼마나 매력적인지 몰라. 다른 여자애들과 달라. 나도 내가 여자한테 처음으로 고백하는 거야. 많이 떨린다. 하하.”","“So, I like you. You don't know how charming you are. You're different from other girls. This is also my first time confessing to a girl. I'm very nervous. Haha.”"
현재,"currently, at present","現 (현: appear, present, current) + 在 (재: exist, be present)",Adverb,"민호는 현재 나의 첫 남자친구이고, 나는 민호의 첫 여자친구이다.","Minho is currently my first boyfriend, and I am Minho's first girlfriend."
세계,world,"世 (세: world, generation) + 界 (계: boundary, world)",Noun,처음에 민호를 봤을 때 민호는 나와 다른 세계에서 온 사람 같았다.,"When I first saw Minho, he seemed like someone who came from a different world than me."
뿐,"only, merely (used with particles like ~뿐만 아니라)",Pure Korean,Noun,하지만 지금 민호는 나에게 아주 소중한 친구일 뿐만 아니라 애인이다.,"But now, Minho is not only a very precious friend to me, but also a lover."
애인,"lover, sweetheart",愛 (애: love) + 人 (인: person),Noun,하지만 지금 민호는 나에게 아주 소중한 친구일 뿐만 아니라 애인이다.,"But now, Minho is not only a very precious friend to me, but also a lover."
비밀,secret,"秘 (비: secret, mysterious) + 密 (밀: dense, close, secret)",Noun,우리의 첫 데이트에 민호가 나에게 비밀을 말해 주었다.,"On our first date, Minho told me a secret."
망설이다,"to hesitate, to waver",Pure Korean,Verb,하지만 민호는 내가 자기에게 관심이 없다고 생각했기 때문에 망설이고 있었다고 했다.,But Minho said that he had been hesitating because he thought I wasn't interested in him.
고등학교,high school,"高 (고: high) + 等 (등: class, rank) + 學 (학: study, learn) + 校 (교: school)",Noun,고등학교를 졸업하고 대학생활에서 가장 하고 싶었던 일은 바로 연애였다.,"After graduating high school, the thing I wanted to do most in university life was to date."
졸업,graduation,"卒 (졸: finish, complete, die) + 業 (업: work, occupation, study)",Noun,고등학교를 졸업하고 대학생활에서 가장 하고 싶었던 일은 바로 연애였다.,"After graduating high school, the thing I wanted to do most in university life was to date."
생활,"life, living","生 (생: life, birth) + 活 (활: live, active)",Noun,고등학교를 졸업하고 대학생활에서 가장 하고 싶었던 일은 바로 연애였다.,"After graduating high school, the thing I wanted to do most in university life was to date."
연애,"dating, a romantic relationship","戀 (연: love, long for) + 愛 (애: love)",Noun,고등학교를 졸업하고 대학생활에서 가장 하고 싶었던 일은 바로 연애였다.,"After graduating high school, the thing I wanted to do most in university life was to date."
하루하루,"day by day, each day",Pure Korean,Noun,현재 나는 민호와 하루하루를 좋은 추억을 쌓으면서 행복하게 지내고 있다.,"Currently, Minho and I are spending each day happily, building good memories."
추억,"memory, recollection","追 (추: chase, pursue) + 憶 (억: remember, recall)",Noun,현재 나는 민호와 하루하루를 좋은 추억을 쌓으면서 행복하게 지내고 있다.,"Currently, Minho and I are spending each day happily, building good memories."
쌓다,"to build, to accumulate, to stack",Pure Korean,Verb,현재 나는 민호와 하루하루를 좋은 추억을 쌓으면서 행복하게 지내고 있다.,"Currently, Minho and I are spending each day happily, building good memories."
지내다,"to spend (time), to live, to get along",Pure Korean,Verb,현재 나는 민호와 하루하루를 좋은 추억을 쌓으면서 행복하게 지내고 있다.,"Currently, Minho and I are spending each day happily, building good memories."
고민,"worry, concern, deep thought","苦 (고: bitter, pain, suffering) + 悶 (민: feel vexed, worried)",Noun,"“누군가를 좋아한다면, 고민 하지 말고 용기를 가지고 고백해 보세요.”","“If you like someone, don't hesitate (or don't worry), be brave and confess.”"
가지다,"to have, to possess, to hold",Pure Korean,Verb,"“누군가를 좋아한다면, 고민 하지 말고 용기를 가지고 고백해 보세요.”","“If you like someone, don't hesitate (or don't worry), be brave and confess.”"
첫눈에 사랑에 빠지다,to fall in love at first sight,"첫눈 (first sight) + -에 (at) + 사랑 (love) + -에 (in) + 빠지다 (to fall) ",Phrase,처음에 그를 봤을 때 나는 첫눈에 사랑에 빠졌다.,When I first saw him I fell in love at first sight.
시간이 흐르다,for time to go by (flow),"시간 (time) + -이 (subject marker) + 흐르다 (to flow) ",Phrase,그렇게 시간이 흘러 여름 방학이 다가왔다.,"As time went by like that, summer vacation approached."
~아/어야겠다고 결심을 하다,to decide that one must definitely do something,"-아/어야겠다 (must/will definitely) + -고 (quoting particle) + 결심을 하다 (to decide) ",Phrase,내일 그 여자와 얘기해야겠다고 결심을 했어요.,"I decided that I must talk with that girl tomorrow."
용기를 내다,to muster/get the courage,"용기 (courage) + -를 (object marker) + 내다 (to bring out) ",Phrase,나는 용기를 내고 그의 수업이 있는 교실에서 기다렸다.,I mustered my courage and waited in the classroom where his class was.
하늘을 날 것 같은 기분,to feel like one is flying (on cloud nine),"하늘 (sky) + -을 (object marker) + 날다 (to fly) + -ㄹ 것 같은 (feeling like) + 기분 (mood) ",Phrase,민호가 나에게 밥을 먹자고 했다! 하늘을 날 것 같은 기분이었다.,Minho asked me to eat! I felt like I was flying in the sky.
마음을 감추다,to cover up/hide one's feelings,"마음 (heart/feelings) + -을 (object marker) + 감추다 (to hide/cover) ",Phrase,나는 최대한 내 기쁜 마음을 감추려고 노력했다.,I tried my best to hide my happy feelings.
말을 걸다,to start a conversation/strike up a talk,"말 (speech) + -을 (object marker) + 걸다 (to initiate) ",Phrase,처음에 네가 나에게 말을 걸었을 때 얼마나 기뻤는지 몰라.,I don't know how happy I was when you first started a conversation with me.
좋은 추억을 쌓다,to build/make good memories,"좋은 (good) + 추억 (memory) + -을 (object marker) + 쌓다 (to stack/pile up)",Phrase,현재 나는 민호와 하루하루를 좋은 추억을 쌓으면서 행복하게 지내고 있다.,Currently I am living happily with Minho building good memories day by day.
~ㄹ/을 뿐만 아니라,not only... but also,"뿐 (only/just) + 만 (only) + 아니- (not) + -ㄹ (future/prospective modifier) + -라 (connective)",Grammar,"그것은 맛이 없을 뿐만 아니라 비싸요. ","Not only is that thing not delicious, but it is expensive. "
소중한 친구일 뿐만 아니라,not only a precious friend but also...,"소중하다 (to be precious) + 친구 (friend) + 이다 (to be) + -ㄹ 뿐만 아니라 (not only... but also)",Phrase,"민호는 나에게 아주 소중한 친구일 뿐만 아니라 애인이다. ","Not only is Minho a precious friend, but also my boyfriend. "
좋은 추억을 쌓다,to build/make good memories,"좋은 (good) + 추억 (memory) + -을 (object marker) + 쌓다 (to stack/pile up)",Phrase,현재 나는 민호와 하루하루를 좋은 추억을 쌓으면서 행복하게 지내고 있다. ,Currently I am living happily with Minho building good memories day by day.
